_TRI_FACILITY_EZ.TRI_FACILITY_ID,V_TRI_FACILITY_EZ.FACILITY_NAME,V_TRI_FACILITY_EZ.STREET_ADDRESS,V_TRI_FACILITY_EZ.CITY_NAME,V_TRI_FACILITY_EZ.COUNTY_NAME,V_TRI_FACILITY_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_FACILITY_EZ.STATE_ABBR,V_TRI_FACILITY_EZ.ZIP_CODE,V_TRI_FACILITY_EZ.REGION,V_TRI_FACILITY_EZ.FAC_CLOSED_IND,V_TRI_FACILITY_EZ.MAIL_NAME,V_TRI_FACILITY_EZ.MAIL_STREET_ADDRESS,V_TRI_FACILITY_EZ.MAIL_CITY,V_TRI_FACILITY_EZ.MAIL_STATE_ABBR,V_TRI_FACILITY_EZ.MAIL_COUNTRY,V_TRI_FACILITY_EZ.MAIL_ZIP_CODE,V_TRI_FACILITY_EZ.ASGN_AGENCY,V_TRI_FACILITY_EZ.ASGN_FEDERAL_IND,V_TRI_FACILITY_EZ.PARENT_CO_DB_NUM,V_TRI_FACILITY_EZ.PARENT_CO_NAME,V_TRI_FACILITY_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FACILITY_EZ.ASGN_PARTIAL_IND,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FACILITY_EZ.REGISTRY_ID,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE_EXT,V_TRI_FACILITY_EZ.LATITUDE,V_TRI_FACILITY_EZ.LONGITUDE,V_TRI_FACILITY_EZ.REF_POINT_DESC,V_TRI_FACILITY_EZ.REF_POINT_CODE,V_TRI_FACILITY_EZ.COLLECT_DESC,V_TRI_FACILITY_EZ.COLLECT_MTH_CODE,V_TRI_FACILITY_EZ.ACCURACY_VALUE,V_TRI_FACILITY_EZ.ACCURACY_SCORE,V_TRI_FACILITY_EZ.HDATUM_DESC,V_TRI_FACILITY_EZ.SCALE,V_TRI_FACILITY_EZ.SOURCE_DESC,V_TRI_FACILITY_EZ.SOURCE_CODE,V_TRI_FACILITY_EZ.CONVEYOR,V_TRI_FACILITY_EZ.BIA_CODE,V_TRI_FACILITY_EZ.TRIBE
60617SNDST8030S,SUNDSTROM PRESSED STEEL CO,8030 S CHICAGO AVE,CHICAGO,COOK,17031,IL,60617,5,0,SUNDSTROM PRESSED STEEL CO,8030 S CHICAGO AVE,CHICAGO,IL,,60617,,C,NA,No US Parent,,0,RICHARD F. SUNDSTROM,3127212237,,1.10002E+11,,41.748823,-87.581776,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,150,NAD83,100000,,80,COMMERCIAL VENDOR,,
60714NNSPN6565W,PARKER HANNIFIN CORP WATERMAN OPERATION,6565 W HOWARD ST,CHICAGO,COOK,17031,IL,60601,5,0,PARKER HANNIFIN CORP WATERMAN OPERATION,6565 W HOWARD ST,CHICAGO,IL,,60601,,C,NA,ENNIS PAINT,ENNIS PAINT,0,MARTHA BROWN,8003318118,MBROWN@FLINTTRADING.COM,1.10057E+11,,42.018461,-87.788562,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60632GRDNR4820S,GARDINER SOLDER CO,4820 S CAMPBELL AVE,CHICAGO,COOK,17031,IL,60632,5,1,GARDINER SOLDER CO.,P. O. BOX 488,WESTERN SPRINGS,IL,,60558,,C,5145016,GARDINER METAL CO,,0,KAREN PEISS,7082465035,,1.10001E+11,,41.806052,-87.686979,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,99999999,NAD83,100000,,80,FRS-TRIS,,
60639MRCNG2000N,AMERICAN GRINDING & MACHINE CO,2000 N MANGO AVE,CHICAGO,COOK,17031,IL,60639,5,0,AMERICAN GRINDING & MACHINE CO,2000 N MANGO AVE,CHICAGO,IL,,60639,,C,NA,No US Parent,,0,MICHAEL DAVENPORT,7738894343,,1.1E+11,,41.91708,-87.76937,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60632HHHWR4837S,HH HOWARD CORP,4837 S KEDZIE AVE,CHICAGO,COOK,17031,IL,60632,5,0,HH HOWARD CORP,4837 S KEDZIE AVE,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,,,,1.1E+11,,41.805166,-87.704106,FACILITY CENTROID,20,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,,FRS-TRIS,,
60652CHCGF2620W,CHICAGO FLAMEPROOF & WOOD PRES,2620 W 79TH ST,CHICAGO,COOK,17031,IL,60652,5,2,CHICAGO FLAMEPROOF & WOOD PRES,2620 W 79TH ST,CHICAGO,IL,,60652,,C,NA,GEE CO,,0,RICH KOVACS,3124767400,,1.10006E+11,,41.75009,-87.68851,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60638WNSBR5000S,OWENS-BROCKWAY PLASTIC PRODS INC,5000 S MAJOR AVE,CHICAGO,COOK,17031,IL,60638,5,0,OWENS-BROCKWAY PLASTIC PRODS INC,5000 S MAJOR AVE,CHICAGO,IL,,60638,,C,00-503-45,OWENS-ILLINOIS  INC,,0,SARA THEIS,4192471297,,1.10001E+11,,41.80157,-87.76588,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60623CRWFR3501S,CRAWFORD GENERATING STATION,3501 S PULASKI,CHICAGO,COOK,17031,IL,60623,5,0,CRAWFORD GENERATING STATION,3501 S PULASKI,CHICAGO,IL,,60623,,C,195138458,EDISON INTERNATIONAL,EDISON INTERNATIONAL,0,DOUG MCFARLAN,3125836000,DMCFARLAN@MWGEN.COM,1.1E+11,,41.828798,-87.721874,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,10,10,NAD83,12000,,82,EIS,,
60609CLNRY4201S,CULINARY FOODS INC,4201 S ASHLAND AVE,CHICAGO,COOK,17031,IL,60609,5,0,CULINARY FOODS INC,4201 S ASHLAND AVE,CHICAGO,IL,,60609,,C,6903702,TYSON FOODS INC,,0,MIKE NORSEN,7736504002,,1.1E+11,,41.81767,-87.663604,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60628MPRLS10316,IMPERIAL ZINC CORP,1031 E 103RD ST,CHICAGO,COOK,17031,IL,60628,5,0,IMPERIAL ZINC CORP,1031 E 103RD ST,CHICAGO,IL,,60628,,C,,No US Parent,NA,0,DAVID GOSS,7732645900,,1.1E+11,,41.707035,-87.597747,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60622MDWST1111N,MIDWEST INDUSTRIAL METALS CO,1111 N CHERRY ST,CHICAGO,COOK,17031,IL,606224204,5,0,MIDWEST INDUSTRIAL METALS CO,1111 N CHERRY ST,CHICAGO,IL,,60622-4204,,C,NA,No US Parent,,0,RICHARD LISSNER,3123371900,,1.10024E+11,,41.901429,-87.652288,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60629CHCGD4658W,CHICAGO ADHESIVE PRODS CO,4658 W 60TH ST,CHICAGO,COOK,17031,IL,60629,5,1,CHICAGO ADHESIVE PRODS. CO.,1165 ARBOR DR.,ROMEOVILLE,IL,,60446,,C,NA,No US Parent,,0,RAYMOND KLINE JR.,6304209072,,1.10001E+11,,41.783948,-87.739496,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60650GTTND4620R,GATTO INDUSTRIAL PLATERS INC,4620 W ROOSEVELT RD,CHICAGO,COOK,17031,IL,60644,5,0,GATTO INDUSTRIAL PLATERS INC,4620 W ROOSEVELT RD,CHICAGO,IL,,60644,,C,,No US Parent,NA,0,GEORGE GATTO,7732870100,QUOTES@GATTOPLATERS.COM,1.1E+11,,41.86595,-87.74033,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60635MMMRS2019N,M & M/MARS,2019 N OAK PARK AVE,CHICAGO,COOK,17031,IL,60635,5,0,M & M/MARS,2019 N OAK PARK AVE,CHICAGO,IL,,60635,,C,3254900,MARS INC,,0,JEAN HOPPERT,3126373000,,1.10028E+11,,41.91725,-87.79346,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60616NDSTR2141S,INDUSTRIAL COATINGS GROUP INC,2141 SOUTH JEFFERSON ST,CHICAGO,COOK,17031,IL,606161894,5,0,INDUSTRIAL COATINGS GROUP INC,2141 SOUTH JEFFERSON ST,CHICAGO,IL,,60616-1894,,C,NA,No US Parent,,0,ROBERT MATZ,3124214030,,1.10002E+11,,41.85348,-87.64172,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60647BRGHT3905W,BRIGHT METAL FINISHING CO,3905 W ARMITAGE AVE,CHICAGO,COOK,17031,IL,60647,5,0,BRIGHT METAL FINISHING CO,3905 W ARMITAGE AVE,CHICAGO,IL,,60647,,C,NA,No US Parent,,0,SALEH OMAR,7734862312,,1.1E+11,,41.916963,-87.724342,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60613RNWLD1801W,T W REINEWALD PLATING CO,1801 W IRVING PARK RD,CHICAGO,COOK,17031,IL,60613,5,0,T W REINEWALD PLATING CO,1801 W IRVING PARK RD,CHICAGO,IL,,60613,,C,NA,No US Parent,,0,THEODORE W. REINEWALD,3124770880,,1.10001E+11,,41.95421,-87.6744,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60636DVNCN5849S,ADVANCE ENAMELING CO INC,5849 S BISHOP ST,CHICAGO,COOK,17031,IL,60636,5,0,ADVANCE ENAMELING CO INC,5849 S BISHOP ST,CHICAGO,IL,,60636,,C,NA,No US Parent,,0,HERB GRUNERT,3127377356,,1.10002E+11,,41.78767,-87.66078,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60618SWTCH5555N,SWITCHCRAFT INC,5555 N ELSTON AVE,CHICAGO,COOK,17031,IL,60630,5,0,SWITCHCRAFT INC,5555 N ELSTON AVE,CHICAGO,IL,,60630,,C,NA,HEICO CORP,HEICO CORP,0,JAMES CONSIDINE,7737922700,JCONSIDINE@SWITCHCRAFT.COM,1.1E+11,,41.982118,-87.762359,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60608TLNGN900W1,FARLEY TOOL & ENGINEERING CO,900 W 18TH ST,CHICAGO,COOK,17031,IL,606082305,5,0,FARLEY TOOL & ENGINEERING CO,900 W 18TH ST,CHICAGO,IL,,60608-2305,,C,56675531,FARLEY INC,,0,,,,1.10001E+11,,41.85805,-87.64926,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60628SGKYW11900,KEYWELL CORP,11900 S COTTAGE GROVE AVE,CHICAGO,COOK,17031,IL,60628,5,0,KEYWELL CORP,11900 S COTTAGE GROVE AVE,CHICAGO,IL,,60628,,C,382653724,KEYWELL CORP,,0,RONALD G. GOSTEK,3126602060,,1.10002E+11,,41.67886,-87.60993,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
6080WSGRHT12WES,AXLETECH INTERNATIONAL,1120 W 119TH ST,CHICAGO,COOK,17031,IL,60643,5,0,AXLETECH INTERNATIONAL,1120 W 119TH ST,CHICAGO,IL,,60643,,C,NA,AXLETECH INTERNATIONAL,AXLETECH INTERNATIONAL,0,THERESA SKOTAK,2486373090,THERESA.SKOTAK@AXLETECH.COM,1.10006E+11,,41.677713,-87.649722,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60632RDYMT4500W,READY METAL MANUFACTURING CO,4500 W 47TH ST,CHICAGO,COOK,17031,IL,60632,5,0,READY METAL MANUFACTURING CO,4500 W 47TH ST,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,DONALD SEDIVY,7733769700,,1.1E+11,,41.80832,-87.73583,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60633TWRTM1235S,TOWER AUTOMOTIVE,12350 S AVE O,CHICAGO,COOK,17031,IL,60633,5,0,TOWER AUTOMOTIVE,12350 S AVE O,CHICAGO,IL,,60633,,C,NA,TOWER INTERNATIONAL LLC,TOWER INTERNATIONAL LLC,0,MIKE NIEMAN,4193588966,NIEMAN.MIKE@TOWERINTERNATIONAL.COM,1.10018E+11,,41.66946,-87.54054,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60609CMCNT1415W,CAMEO CONTAINER CORP,1415 W 44TH ST,CHICAGO,COOK,17031,IL,60609,5,0,CAMEO CONTAINER CORP,1415 W 44TH ST,CHICAGO,IL,,60609,NA,C,617225727,SMURFIT-STONE CONTAINER CORP,,0,KATHLEEN STRAHM,3147461233,,1.10002E+11,,41.81321,-87.66125,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60639GRHMP4500W,GRAHAM PLATING INC,4500 WEST NORTH AVE,CHICAGO,COOK,17031,IL,60639,5,0,GRAHAM PLATING INC,4500 WEST NORTH AVE,CHICAGO,IL,,60639,,C,NA,No US Parent,,0,CLAYTON GRAHAM,7732354440,,1.10006E+11,,41.90973,-87.73893,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60638GNRLP6600S,SUN CHEMICAL CORP GPI,6600 S MELVINA AVE,CHICAGO,COOK,17031,IL,60638,5,0,SUN CHEMICAL CORP GPI,6600 S MELVINA AVE,CHICAGO,IL,,60638,,C,144638558,DAINIPPON INKS & CHEMICAL OF JAPAN,,0,CARL RAYCROFT,7085620550,,1.10002E+11,,41.77203,-87.77612,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60617HRSHD2701E,AMERICAN ZINC RECYCLING CORP,2701 E 114TH ST,CHICAGO,COOK,17031,IL,60617,5,0,AMERICAN ZINC RECYCLING CORP,2701 E 114TH ST,CHICAGO,IL,,60617,,C,807080077,AMERICAN ZINC RECYCLING LLC,AMERICAN ZINC RECYCLING LLC,0,TIMOTHY R. BASILONE,7247741020,TBASILONE@AZR.COM,1.1E+11,,41.68764,-87.55444,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60633PVSCH12260,PVS CHEMICAL SOLUTIONS INC,12260 S CARONDOLET AVE,CHICAGO,COOK,17031,IL,60633,5,0,PVS CHEMICAL SOLUTIONS INC,12260 S CARONDOLET AVE,CHICAGO,IL,,60633,,C,6530273,PVS CHEMICALS INC,PVS CHEMICALS INC,0,ERIC JOHNSON,7739137738,EJOHNSON@PVSCHEMICALS.COM,1.1E+11,,41.67221,-87.55094,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60623MPRHR1615N,EMPIRE HARD CHROME INC,1615 S KOSTNER AVE,CHICAGO,COOK,17031,IL,60623,5,0,EMPIRE HARD CHROME INC,1615 S KOSTNER AVE,CHICAGO,IL,,60623,,C,NA,EMPIRE HARD CHROME INC,EMPIRE HARD CHROME INC,0,STEVE WALLIN,7737623156,STEVE@EMPIREHARDCHROME.COM,1.1E+11,,41.85803,-87.73446,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60650MDNDS4620W,AMD INDUSTRIES,4620 W 19TH ST,CHICAGO,COOK,17031,IL,60650,5,0,AMD INDUSTRIES,4620 W 19TH ST,CHICAGO,IL,,60650,,C,NA,No US Parent,,0,MACKIEF BAKER,7088638900,,1.10001E+11,,41.85498,-87.7412,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60651BRKDS3401W,BURKE DISPLAY MANUFACTURING,3401 W DIVISION ST,CHICAGO,COOK,17031,IL,60651,5,0,BURKE DISPLAY MANUFACTURING,3401 W DIVISION ST,CHICAGO,IL,,60651,,C,NA,No US Parent,,0,STEVEN C PAGE,3123426030,,1.10002E+11,,41.90277,-87.71298,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60633WLDDT1855E,ATLAS TUBE INC,1855 E 122ND ST,CHICAGO,COOK,17031,IL,60633,5,0,ATLAS TUBE INC,1855 E 122ND ST,CHICAGO,IL,,60633,,C,NA,ZEKELMAN INDUSTRIES INC,ZEKELMAN INDUSTRIES INC,0,ROBERT WERTH,7733468822,ROBERT.WERTH@ZEKELMAN.COM,1.1E+11,,41.671645,-87.578046,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60617GRFNC2701E,AGRI-FINE CORP,2701 E 100TH ST,CHICAGO,COOK,17031,IL,60617,5,0,AGRI-FINE CORP,2701 E 100TH ST,CHICAGO,IL,,60617,,C,NA,No US Parent,,0,ANDREW RUBIO,7739785130,ANDREW@AGRI-FINE.NET,1.1E+11,,41.712233,-87.558033,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60609WLSNS4840S,WILSON STEEL & WIRE DIV,4840 S WESTERN AVE,CHICAGO,COOK,17031,IL,60609,5,0,WILSON STEEL & WIRE DIV,4840 S WESTERN AVE,CHICAGO,IL,,60609,,C,150606762,MCM ENTERPRISES INC,,0,EDWIN E. MARBERG,3125231221,,1.10002E+11,,41.80528,-87.68436,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60647PRCSN3737W,PRECISION SCIENTIFIC INC,3737 W CORTLAND ST,CHICAGO,COOK,17031,IL,60647,5,0,PRECISION SCIENTIFIC INC.,P.O. BOX 2716,WINCHESTER,VA,,22602,,C,NA,JOUAN SA,,0,STEVEN A. SHALLCROSS,3122272660,,1.10001E+11,,41.915408,-87.720477,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60651THPYL1334N,PYLE NATIONAL CO,1334 N KOSTNER AVE,CHICAGO,COOK,17031,IL,60651,5,0,PYLE NATIONAL CO,650 W GRAND AVE.,ELMHURST,IL,,60126,,C,69475887,AMPHENOL CONNECTORS,,0,PATRICK NORTON,7733428790,,1.10001E+11,,41.90581,-87.7362,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60639WLLSG2701N,WELLS-GARDNER ELECTRONICS CORP,2701 N KILDARE AVE,CHICAGO,COOK,17031,IL,60639,5,0,WELLS-GARDNER ELECTRONICS CORP.,9500 W. 55TH ST. STE. A,MC COOK,IL,,60525,,C,NA,No US Parent,,0,RANDALL S. WELLS,7082902100,,1.10009E+11,,41.92986,-87.73428,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60657CRFTS1239W,CRAFTSMAN PLATING & TINNING CORP,1239 W SCHOOL ST,CHICAGO,COOK,17031,IL,60657,5,0,CRAFTSMAN PLATING & TINNING CORP,1250 W MELROSE ST,CHICAGO,IL,,60657,,C,,No US Parent,NA,0,BRIAN BLACKLIDGE,7734771040,BRIAN@CRAFTSMANPLATING.COM,1.1E+11,,41.941374,-87.660461,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60638WBSHF6850W,WABASH FIBRE BOX CO,6850 W 62ND ST,CHICAGO,COOK,17031,IL,60638,5,0,WABASH FIBRE BOX CO,6850 W 62ND ST,CHICAGO,IL,,60638,,C,4244976,WESTON PAPER & MFG CO,,0,DALE MEIGHEN,8122320521,,1.10001E+11,,41.78008,-87.79326,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60608RRSTR2353S,RR STREET & CO INC,2353 S BLUE ISLAND AVE,CHICAGO,COOK,17031,IL,60608,5,0,RR STREET & CO INC,215 SHUMAN BLVD./SUITE 403,NAPERVILLE,IL,,60563,,C,30884092,R R STREET & CO INC,R R STREET & CO INC,0,JAMES E. SCHULTE,6304164244,JSCHULTE@4STREETS.COM,1.10041E+11,,41.849169,-87.672614,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60644JNSNT21NOR,JONAS ENTERPRISES INC,21 N KILPATRICK,CHICAGO,COOK,17031,IL,60644,5,0,JONAS ENTERPRISES INC,21 N KILPATRICK,CHICAGO,IL,,60644,,C,,No US Parent,NA,0,FELISA WILLIAMS,7733793999,,1.1E+11,,41.881333,-87.742532,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60616RRDNN350EA,RR DONNELLEY & SONS CO CHICAGO MANUFACTURING DIV,350 E 22ND ST,CHICAGO,COOK,17031,IL,60616,5,0,RR DONNELLEY & SONS CO CHICAGO MANUFACTURING DIV,350 E 22ND ST,CHICAGO,IL,,60616,,C,5119573,RR DONNELLEY & SONS CO,,0,MICHEL LEFKOW,3123268000,,1.10001E+11,,41.85299,-87.61901,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60618TTMCD3500N,ITT MCDONNELL & MILLER,3500 N SPAULDING,CHICAGO,COOK,17031,IL,60618,5,0,ITT MCDONNELL & MILLER,3500 N SPAULDING,CHICAGO,IL,,60618,,C,1199561,ITT FLUID TECH CORP,,0,GLADYS THOMAS,8479835567,,1.1E+11,,41.9452,-87.70979,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60620CRSWL8400S,CARDWELL/UNIVERSAL RAILWAY DEVICES,433 W 83RD ST,CHICAGO,COOK,17031,IL,60620,5,0,CARDWELL/UNIVERSAL RAILWAY DEVICES,8400 S. STEWART,CHICAGO,IL,,60620,,C,NA,WESTINGHOUSE AIR BRAKE CO,,0,RICHARD HUPPERT,7734837575,,1.10033E+11,,41.74356,-87.634415,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60639HLNCR4401W,UNILEVER HPC USA,4401 W NORTH AVE,CHICAGO,COOK,17031,IL,60639,5,0,UNILEVER HPC USA,4401 W NORTH AVE,CHICAGO,IL,,60639,,C,94320132,UNILEVER US INC,,0,MEL KURTZ,2033778300,,1.1E+11,,41.90976,-87.7365,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60620BSTFM9633S,BEST FOAM FABRICATORS INC,9633 S COTTAGE GROVE AVE,CHICAGO,COOK,17031,IL,60628,5,0,BEST FOAM FABRICATORS INC,9633 S COTTAGE GROVE AVE,CHICAGO,IL,,60628,,C,NA,No US Parent,,0,DIANA HASTY,3127211006,,1.10002E+11,,41.719031,-87.603871,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60635HCKDC6550W,HEICK DIE CASTING CORP,6550 W DIVERSEY AVE,CHICAGO,COOK,17031,IL,606352392,5,0,HEICK DIE CASTING CORP,6550 W DIVERSEY AVE,CHICAGO,IL,,60635-2392,,C,NA,No US Parent,,0,ERIC VAN CLEVEN,3126371100,,1.10002E+11,,41.93095,-87.79028,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60652RHMMN7600S,RHEEM MFG CO,7600 S KEDZIE AVE,CHICAGO,COOK,17031,IL,60652,5,1,RHEEM MFG CO,7600 S KEDZIE AVE,CHICAGO,IL,,60652,,C,NA,PACE IND,,0,JOHN BLANZ,2052601556,,1.10002E+11,,41.75409,-87.70253,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60632SKLNK49SKI,SKOLNIK INDUSTRIES,4900 S KILBOURN AVE,CHICAGO,COOK,17031,IL,60632,5,0,SKOLNIK INDUSTRIES,4900 S KILBOURN AVE,CHICAGO,IL,,60632,,C,,No US Parent,NA,0,STEPHANIE BRAVO,7738841541,STEPHANIE@SKOLNIK.COM,1.10002E+11,,41.803534,-87.736562,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60623RMSTR1440S,BROCKWAY STANDARD INC,1440 S KILBOURN AVE,CHICAGO,COOK,17031,IL,60623,5,0,BROCKWAY STANDARD INC,1440 S KILBOURN AVE,CHICAGO,IL,,60623,,C,2173185,BROCKWAY STANDARD INC,,0,RICHARD W. WOJCIK,3125225155,,1.10002E+11,,41.86037,-87.737214,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,17,EIS,,
60612SNDBR1959W,SANDBERG MFG CO,1959 W FULTON ST,CHICAGO,COOK,17031,IL,60612,5,0,SANDBERG MFG. CO.,3158 SOUTH KOLIN AVE.,CHICAGO,IL,,60623,,C,NA,STROMBECKER CORP,,0,JOSEPH O'BRIEN,3126381000,,1.10002E+11,,41.886776,-87.675784,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60607MRCNN1223W,AMERICAN NICKEL WORKS,1223 W LAKE ST,CHICAGO,COOK,17031,IL,60607,5,0,AMERICAN NICKEL WORKS,1223 W LAKE ST,CHICAGO,IL,,60607,,C,,No US Parent,NA,0,ROBERT SCHULTZ,3129420070,ANWBOB@HOTMAIL.COM,1.1E+11,,41.8851,-87.65775,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
